;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
161;Federico Bonazzoli;230;21/05/1997;Italy;FW;Salernitana;Chance creator;32;1866;875;8.2173129;6.6538149;5.5872445;10;0;6;57;55;45;7.9940881;1.0978827;1.0962193;4.9681927;0.1710499;-0.0591819;0.2302318;2.0023925;0.0126896;38.3546127;6087;BONAZZOLI F.;1997;25;A;2025;45;28;29;5;16;3;2;10;10;2;0;0;10;4;0;0;2;0;2;0;0;0;1363.3;1383;425;8;9;31;7;110;21;7;0;5;0;0;0;0;0;0;13;4;9;549;645;11;10;3;0;1;0;0;0;0;0;177;35;42;18;72;36;43;35;393;327;169;245;102;55;15;130;44;0;0;44;31;66;6;6;0;0;0;44;0;0;0;0;0;0;0;0;0;0;29.84545455;38.73684211;0;100;41.66666667;43.75;0.84375;0.65625;78.70625;38.88333333;0;0;0;;;44.47083333;53.336;78.97142857;43.815625;40.1875;26.1125;32.59310345;45.99227273;65.66666667;;;;;;19930;19930;Federico Bonazzoli;RF;Forward;2039.09;491.95;666.82;637760;218986;28385;10946;2243;13189;1005;144;1149;1928;120;1524;442;865.2;66840;12218;5327;1305;6632;494;76;570;714;41;396;71;88850;13712;4894;769;5663;417;40;457;645;32;527;139;107.3939846;135.8674662;133.2443538;1.54340836;1.977491961;6.704180064;3.424437299;20.11254019;23.82636656;31.10932476;34.43729904;25.41800643;19.09967846;1.92926045;3.665594855;4285.369775;3223.794212;273.1350482;319.8713826;236.0450161;256.9292605;0.289389068;0.337620579;0.482315113;0;3.47266881;0;3.183279743;0.289389068;0;2.170418006;1.398713826;0.144694534;0.77170418;0.048231511;0.627009646;0.530546624;1.495176849;5.305466238;6.285714286;37.37142857;14.85714286;3.542857143;4.8;28;11;;;;;Federico Bonazzoli;FALSE;;;;;2.42E-06;0.000837716;1.46E-08;0.999159847;May 21, 1997;Manerbio;25;182;Italy;Attack - Centre-Forward;left;Jul 26, 2022;Jun 30, 2026;Nike;TMP SOCCER srl;US Salernitana 1919;€5.00m;Aug 25, 2020;Federico Bonazzoli;BONAZZOLI F.;241527;19930;9;€4.50m;;;;;;;33;19;13;1;1;3;Federico Bonazzoli;4500000
162;Alessandro Deiola;231;01/08/1995;Italy;CM;Cagliari;Ball stealer;33;2143;1079;2.355388;2.355388;2.2279923;4;0;4;26;26;22;2.7251149;1.0472874;1.0443993;1.520331;0.6804895;0.6461405;0.034349;1.094439;0.4536234;45.9646373;8685;DEIOLA A.;1995;27;C;2243;20;13;10;2;10;4;0;4;3;2;1;1;3;0;0;0;0;0;0;0;0;0;783.4;600;400;3;1;47;8;40;7;12;1;6;0;2;0;0;1;1;12;4;8;759;623;11;10;4;0;0;0;0;1;1;0;117;26;125;25;13;8;81;56;412;387;193;207;93;109;57;140;78;0;0;47;45;25;1;5;0;0;0;47;0;0;0;0;0;0;0;0;0;0;16.66153846;35.71428571;11.11111111;;66.66666667;100;0.636363636;0.212121212;79.40606061;33.33333333;0;;;100;0;34.73225806;58.33333333;71.44137931;46.85454545;48.01818182;55.99333333;50.98;53.00925926;55.54782609;;;;;;19037;19037;Alessandro Deiola;LM;Midfield;2248.44;587.36;768.86;628221;281619;50422;18657;5465;24122;1452;270;1722;2458;123;2282;487;929.2;88042;18199;6556;2045;8601;510;93;603;635;30;457;77;122085;28124;10889;2955;13844;854;133;987;1030;37;885;164;125.2508406;149.8944429;158.7870354;1.553896407;1.259916006;6.887540831;3.233784414;35.86560896;21.4185721;43.25711619;26.66822212;37.16752217;19.19272049;5.585627625;3.905739617;5127.228185;3697.517499;581.4092394;361.2179188;457.3075128;275.3336444;0.209986001;0.503966402;0.419972002;0.0419972;0.545963602;0;1.049930005;0.0419972;0.0839944;0.839944004;0.419972002;0.167988801;0.419972002;0;0.503966402;0.461969202;1.973868409;1.679888007;10.10194625;35.8665431;12.97497683;4.170528267;11.58480074;19.18443003;5;;;;;Alessandro Deiola;FALSE;3.31E-10;0.999628523;0.000370903;5.74E-07;;;;;Aug 1, 1995;San Gavino Monreale;27;190;Italy;midfield - Central Midfield;right;Jul 1, 2014;Jun 30, 2025;;Team Raiola;Cagliari Calcio;€2.00m;Oct 14, 2021;Alessandro Deiola;DEIOLA A.;235931;19037;14;€1.80m;Aug 1, 2022;;;;;;36;28;5;3;1;1;Alessandro Deiola;1800000
163;Samir;232;05/12/1994;Brazil;CB;Udinese;First-line breaker;17;1426;911;0.9592664;0.9592664;0.0096653;0;0;0;7;7;1;0.8535171;0.1613068;0.1545104;0.8622462;0.6024956;0.50056;0.1019356;-0.1508047;0.4933338;21.6555223;10291;SAMIR;1994;28;D;1508;5;3;4;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;250;0;2;0;37;0;4;3;3;0;0;0;0;0;1;0;1;2;1;1;676;457;9;8;2;0;1;0;0;0;0;0;43;15;100;14;16;12;35;21;260;246;160;70;35;59;42;103;78;1;0;25;34;14;0;5;0;0;0;25;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;;1.411764706;0.117647059;82.97058824;28.57142857;0;0;0;;;29.38823529;72.72727273;54.22;61.94117647;49.48235294;70.39411765;76.87647059;59.32076923;48.77333333;;;;;;9498;9498;Samir;LCB;Central Defender;1318.79;361.31;449.45;142470;137097;16518;5541;1860;7401;490;84;574;1154;84;976;229;423.2;39708;4110;1042;356;1398;84;9;93;289;6;247;29;61820;10203;4006;1254;5260;341;59;400;605;27;407;62;103.9566572;109.9000858;137.5458894;1.704067321;0.378681627;3.913043478;1.83029453;21.52173913;5.301542777;38.18373072;18.2398317;25.68723703;15.58906031;3.723702665;0.56802244;3901.683029;2506.115007;331.9775596;88.23281907;252.8330996;65.76437588;0.315568022;0.189340813;0.504908836;0;1.009817672;0;0.883590463;0;0;0.315568022;0.252454418;0.189340813;0.063113604;0.063113604;0.126227209;0.56802244;2.335203366;0.252454418;6.476399561;27.00329308;11.30625686;3.732162459;10.97694841;7.683863886;0;0.999862597;9.04E-05;4.60E-05;9.46E-07;Samir;FALSE;;;;;;;;;Dec 5, 1994;São Gonçalo;28;185;Brazil;Defender - Centre-Back;left;Aug 13, 2022;Jun 30, 2026;;TFM Agency;Tigres UANL;€7.00m;Dec 29, 2017;Samir Caetano;SAMIR;255744;9498;3;€7.00m;;;;;;;17;17;0;0;1;0;Samir Caetano;7000000
164;Razvan Marin;233;23/05/1996;Romania;CM;Cagliari;Chance creator;36;2815;1655;1.682443;1.682443;1.1765822;0;0;0;41;41;26;1.4216421;6.220188;3.624836;3.9425047;2.3620814;1.7962319;0.5658495;0.6192082;0.2107181;55.4560652;18555;MARIN R.;1996;26;C;3036;29;7;7;0;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333.4;200;300;0;2;111;40;58;4;49;5;37;4;1;0;0;5;5;25;12;13;1247;1031;26;24;10;1;1;0;0;1;0;0;180;39;84;24;73;42;88;62;457;427;202;227;94;67;31;162;73;0;0;58;37;30;1;6;1;1;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0.333333333;0;83.87777778;46.07647059;2.941176471;0;0;0;0;36.63666667;51.83333333;69.790625;43.66111111;40.81428571;45.264;43.60606061;60.85090909;52.732;;;;;;13057;13057;Răzvan Marin;RM;Midfield;3050.63;803.72;985.01;470052;363772;59389;17932;4350;22282;1444;205;1649;2917;132;2640;361;995;118655;23397;6925;1660;8585;561;83;644;825;41;643;68;150482;31653;9967;2329;12296;800;98;898;1202;41;1016;135;119.2448773;147.63226;152.7720531;1.310834813;1.310834813;4.31616341;2.174067496;25.57726465;17.93605684;38.42984014;26.37655417;32.48312611;20.55772647;3.13321492;2.653641208;4811.147425;3793.587922;393.1225577;274.4760213;318.660746;221.4031972;0.191829485;1.56660746;0.76731794;0.031971581;2.3339254;0.031971581;0.959147425;0.031971581;0.031971581;0.927175844;0.223801066;0.031971581;0.703374778;0.031971581;0.79928952;0.831261101;3.548845471;1.854351687;4.048338369;25.80060423;9.788519637;2.235649547;5.075528701;13.71601208;6;;;;;Razvan Marin;FALSE;2.11E-07;0.004603065;0.994820626;0.000576098;;;;;May 23, 1996;Bukarest;26;178;Romania;midfield - Central Midfield;right;Jul 5, 2022;Jun 30, 2023;;Pietro Chiodi Soccer M.;FC Empoli;€15.00m;Jun 3, 2021;Razvan Marin;MARIN R.;295183;13057;18;€8.00m;;Option to buy;Cagliari Calcio;Jun 30, 2024;;;36;31;5;0;1;1;Razvan Marin;8000000
165;Mario Pasalic;234;09/02/1995;Croatia;CAM;Atalanta;Roaming playmaker;37;2005;1312;9.2408025;9.2408025;8.7661222;13;0;13;49;49;39;9.791368;4.8135874;4.8116714;7.1191139;3.1530673;1.7657089;1.3873584;3.8143202;0.2285188;22.2447111;9188;PASALIC M.;1995;27;C;2129;35;21;31;4;4;8;0;13;13;3;0;2;11;1;0;0;0;1;0;0;0;0;1125;1125;200;14;8;62;19;86;35;35;6;17;5;1;0;1;6;7;17;4;13;973;1016;11;5;1;0;1;0;0;5;2;0;194;38;59;21;38;16;38;28;400;384;162;263;100;113;57;170;63;1;0;19;27;16;8;3;0;0;0;19;0;0;0;0;1;0;0;0;0;0;46.07647059;50;0;;68.18181818;25;0.648648649;0.189189189;83.1;12.5;0;0;0;40;0;41.71290323;34.12857143;70.45454545;41.88918919;39.61714286;59.659375;38.79354839;64.15625;65.355;;;;;;6901;6901;Mario Pasalic;RM;Midfield;2063.1;700.66;610.27;248436;252486;41759;16443;5040;21483;1320;252;1572;2148;118;1988;412;1003.8;101943;19165;8117;2860;10977;641;134;775;803;37;637;98;89749;19088;7091;1635;8726;569;75;644;752;27;588;122;122.3818526;145.4956755;147.0644141;1.211970075;1.66084788;5.476309227;4.399002494;25.54114713;28.77306733;33.75561097;36.04488778;26.39401496;28.59351621;3.366583541;6.014962594;4028.633416;4575.995012;391.6907731;492.7331671;318.2992519;364.3541147;0.134663342;1.571072319;0.224438903;0.224438903;1.705735661;0;0.718204489;0.359102244;0.044887781;1.571072319;1.391521197;0.359102244;0.179551122;0.044887781;0.763092269;0.493765586;2.783042394;3.860349127;8.612804878;29.26829268;12.95731707;2.057926829;4.49695122;20.04573171;4;;;;;Mario Pasalic;FALSE;0.976418375;0.0235815;1.25E-07;2.77E-17;;;;;Feb 9, 1995;Mainz;28;188;Croatia;midfield - Attacking Midfield;right;Sep 1, 2020;Jun 30, 2025;;TTMA;Atalanta BC;€28.00m;Dec 28, 2021;Mario Pasalic;PASALIC M.;205938;6901;88;€25.00m;;;;;;;37;24;13;0;0;1;Mario Pasalic;25000000
166;Amir Rrahmani;236;24/02/1994;Kosovo;CB;Napoli;Buildup initiator;33;2928;2280;3.4991023;3.4991023;0.0440093;4;0;0;22;22;2;3.4852762;0.4323472;0.4130744;2.4490143;1.5699463;1.4072641;0.1626822;-1.4890822;1.058366;28.9542224;20892;RRAHMANI A.;1994;28;D;3142;15;8;13;7;2;9;0;4;4;2;0;2;2;4;2;0;2;0;0;0;0;0;600;500;100;5;3;83;1;14;12;4;0;0;0;2;0;0;0;0;9;3;6;1978;1569;1;1;0;0;0;0;0;0;0;0;69;26;252;40;16;14;48;13;361;338;247;110;66;150;101;101;74;4;0;28;24;23;0;5;0;0;0;28;0;0;0;0;4;0;0;0;0;0;27.27272727;33.33333333;0;;80;0;3.060606061;0.03030303;92.83636364;0;0;;;;;33.86666667;83.33333333;25.51153846;70.24848485;62.82333333;68.7;75.89333333;80.99947368;55.73157895;;;;;;13580;13580;Amir Rrahmani;RCB;Central Defender;3159.65;1053.8;826.98;448140;334427;43702;14607;3943;18550;1240;204;1444;3011;149;2468;354;921.5;128164;16081;3685;693;4378;277;37;314;911;24;756;74;116958;21992;9388;2693;12081;807;131;938;1253;42;753;78;105.8430522;121.6208009;141.4278459;1.290983607;0.737704918;2.397540984;2.274590164;24.80532787;8.514344262;38.51434426;28.00204918;23.1454918;23.23770492;4.026639344;1.137295082;3595.020492;3939.467213;371.3422131;134.5696721;288.5655738;113.2684426;0.153688525;0.12295082;0.030737705;0;0.491803279;0;0.706967213;0;0.06147541;0.461065574;0.399590164;0.276639344;0.06147541;0;0.276639344;0.030737705;2.551229508;0.430327869;6.578947368;14.8245614;4.429824561;1.052631579;11.05263158;4.824561404;3;0.003320177;0.00013445;1.41E-07;0.996545233;Amir Rrahmani;FALSE;;;;;;;;;Feb 24, 1994;Prishtinë;29;192;Kosovo / Albania;Defender - Centre-Back;both;Jan 20, 2020;Jun 30, 2024;;Soccer11;SSC Napoli;€25.00m;Mar 15, 2022;Amir Rrahmani;RRAHMANI A.;257732;13580;13;€25.00m;;;;;;;37;33;0;4;1;0;Amir Rrahmani;25000000
170;Giovanni Simeone;237;05/07/1995;Argentina;FW;Verona;All-round finisher;36;2673;1268;11.4470977;10.6653487;10.1545581;17;0;16;70;69;64;9.6937573;2.1686675;2.1686675;5.3415256;1.2206225;0.6165971;0.6040254;5.3433177;0.1565404;39.6617139;11558;SIMEONE G.;1995;27;A;2811;62;36;48;11;14;15;1;17;14;5;3;4;13;1;0;0;1;0;0;0;0;0;1635;1509;766.7;19;16;31;13;292;65;21;5;13;3;1;0;2;5;7;20;8;12;652;1082;31;25;9;2;0;0;0;6;4;0;399;66;36;14;105;45;51;38;803;745;257;571;164;214;57;322;84;0;0;37;57;58;35;8;0;0;0;37;0;0;0;0;0;0;0;0;0;0;26.16666667;31.22222222;19.44166667;0;46.66666667;26.92307692;1.666666667;1.305555556;73.54722222;38.0952381;9.523809524;;;60;0;44.52;43.840625;72.1;31.33055556;28.275;29.41764706;26.43888889;68.045;71.10645161;;;;;;11289;11289;Giovanni Simeone;RF;Forward;2753.35;803.8;816.41;395115;314108;47364;20266;6640;26906;1723;388;2111;2546;292;2320;570;1025.5;115937;22552;10764;4080;14844;912;226;1138;1059;95;656;124;108566;19090;7930;2029;9959;647;103;750;698;52;678;142;114.0821181;144.2361284;132.9797528;1.750841751;3.198653199;4.781144781;4.175084175;21.78451178;30.70707071;23.5016835;35.65656566;22.82828283;22.08754209;3.468013468;7.609427609;3655.420875;3903.602694;335.3198653;499.7979798;267.003367;362.4242424;0.269360269;0.707070707;0.841750842;0.202020202;3.535353535;0;1.952861953;1.178451178;0.033670034;2.087542088;1.616161616;0.505050505;0.471380471;0;0.673400673;1.043771044;1.043771044;9.831649832;16.87697161;58.75394322;25.39432177;4.495268139;2.839116719;45.03154574;10;;;;;Giovanni Simeone;FALSE;;;;;0.028880535;2.35E-09;0.967777135;0.003342327;Jul 5, 1995;Buenos Aires;27;180;Argentina / Spain;Attack - Centre-Forward;right;Aug 18, 2022;Jun 30, 2023;;;SSC Napoli;€25.00m;Jun 7, 2018;Giovanni Simeone;SIMEONE G.;282388;11289;18;€17.00m;;Obligation to buy with conditions;Hellas Verona;Jun 30, 2026;;;37;32;4;1;1;0;Giovanni Simeone;17000000
171;Liam Henderson;238;25/04/1996;Scotland;CAM;Empoli;Chance creator;38;2019;1066;2.0403912;2.0403912;1.7733017;2;0;2;42;42;35;1.0728351;2.5430956;1.8824004;2.4256556;0.8355235;0.7807008;0.0548227;1.6914032;0.1172465;42.0556282;8573;HENDERSON L.;1996;26;C;2177;35;20;20;1;15;3;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1000;1017;500;1;6;74;29;107;18;33;2;20;2;2;1;4;3;7;18;10;8;815;718;60;43;10;0;10;1;1;7;3;1;169;23;60;15;27;11;61;48;312;292;113;158;49;41;20;107;49;0;1;45;57;20;3;4;0;0;0;45;0;0;0;0;0;1;0;0;0;0;7.015789474;8.3125;0;;0;16.66666667;0.289473684;0;76.01315789;25.12692308;0;14.28571429;7.142857143;50;20;34.18387097;45.83333333;78.03030303;38.13783784;31.22857143;51.04583333;45.5;47.22086957;56.53666667;;;;;;6219;6219;Liam Henderson;LM;Midfield;2183.08;633;666.78;236322;275151;52501;19595;4464;24059;1553;232;1785;2296;112;1997;438;1035.2;96227;21682;8840;2126;10966;708;103;811;710;28;521;81;106716;25919;9465;1861;11326;732;88;820;823;37;679;131;126.037983;152.0173776;160.046792;1.649331352;1.248142645;5.839524517;3.610698366;32.63001486;31.56017831;36.68647845;31.64933135;30.26745914;23.2243685;3.922734027;4.591381872;4757.028232;4289.465082;504.8736999;488.8261516;421.9167905;394.0564636;0.178306092;1.47102526;1.91679049;0.312035661;1.203566122;0;0.891530461;0.133729569;0.089153046;1.560178306;0.891530461;0.133729569;0.668647845;0.44576523;0.802377415;2.674591382;3.298662704;4.769687964;3.846153846;27.39212008;10.03752345;5.347091932;5.628517824;14.8217636;5;;;;;Liam Henderson;FALSE;1.02E-05;0.999989496;2.92E-07;3.03E-21;;;;;Apr 25, 1996;Livingston;26;183;Scotland;midfield - Central Midfield;right;Aug 11, 2021;Jun 30, 2025;;ES;FC Empoli;€3.00m;Dec 28, 2021;Liam Henderson;HENDERSON L.;193867;6219;8;€3.00m;;;;;;;38;23;15;0;0;0;Liam Henderson;3000000
172;Ignacio Pussetto;239;21/12/1995;Argentina;FW;Udinese;Mobile finisher;28;1198;574;4.831019;4.04927;2.6368419;4;0;2;32;31;23;4.1993568;1.5114407;1.5076831;2.8742253;0.470091;0.0842756;0.3858154;1.6682375;0.1646605;20.5490958;16750;PUSSETTO I.;1995;27;C;1309;29;18;19;4;10;7;1;4;4;1;0;0;4;2;0;0;0;0;1;0;0;1;1391.7;825;600;7;5;17;5;86;17;13;4;5;2;0;0;0;4;4;16;4;12;275;439;16;14;4;0;2;1;1;0;0;0;176;31;30;13;74;33;18;16;368;340;144;254;91;104;41;115;40;0;0;23;30;28;9;4;0;0;0;23;0;0;0;0;0;0;0;0;0;0;15.47619048;21.66666667;0;100;28.57142857;12.5;1.071428571;0.821428571;71.74444444;33.75;0;50;50;;;45.94705882;46.99130435;84.61538462;38.775;36.93571429;41.64;33.88148148;38.54785714;67.26315789;;;;;;14091;14091;Ignacio Pussetto;CF;Forward;1189.11;333.38;379.85;352275;124157;15729;8318;3753;12071;702;204;906;1127;126;927;242;743.9;42876;7035;4007;2061;6068;339;104;443;414;39;236;49;46822;7109;3634;1156;4790;279;58;337;380;27;319;68;104.4117029;128.6099946;123.2644465;2.028380634;2.929883139;5.10851419;3.681135225;20.95993322;25.46744574;28.5475793;31.10183639;23.96494157;17.72954925;4.357262104;7.813021703;3517.512521;3221.068447;359.8497496;455.8597663;273.0050083;301.0267112;0.300500835;0.976627713;1.051752922;0;5.559265442;0;2.103505843;0.676126878;0;2.178631052;1.427378965;0.525876461;0.751252087;0.150250417;1.202003339;1.202003339;1.277128548;6.460767947;18.1184669;59.23344948;20.03484321;5.226480836;5.226480836;44.25087108;4;;;;;Ignacio Pussetto;FALSE;0.999989246;1.08E-05;4.68E-22;8.93E-20;;;;;Dec 21, 1995;Cañada Rosquín;27;180;Argentina / Italy;Attack - Right Winger;right;Sep 1, 2022;Jun 30, 2023;;MVP Group;UC Sampdoria;€10.00m;Jun 6, 2019;Ignacio Pussetto;PUSSETTO I.;283528;14091;18;€2.50m;;;Watford FC;Jun 30, 2024;;;35;11;17;7;0;3;Ignacio Pussetto;2500000
173;Antonio Sanabria;240;04/03/1996;Paraguay;FW;Torino;Target man;29;1814;788;8.9595606;8.9595606;7.973925;6;0;6;49;49;39;7.0195213;1.4612513;1.460902;3.8043944;-0.0342975;-0.4527062;0.4184087;3.9641955;0.1717289;18.99242;6976;SANABRIA A.;1996;26;A;1895;43;20;38;9;5;17;0;6;6;4;0;3;3;0;0;0;0;0;0;0;0;0;968.4;967;100;14;14;15;6;149;34;11;1;4;0;0;0;4;1;5;18;0;18;467;820;5;2;1;0;1;0;0;2;0;1;280;33;10;5;35;15;14;14;550;516;169;454;128;268;72;175;48;0;0;20;26;34;22;3;0;0;0;20;0;0;0;0;0;0;0;0;0;0;15.78947368;17.61111111;0;;45.83333333;0;3.655172414;3.517241379;73.6137931;50;0;0;0;0;50;64.0875;44.81111111;100;33.83793103;29.14285714;25.61538462;25.02222222;63.55;74.04285714;;;;;;995;995;Antonio Sanabria;CF;Forward;1906.6;572.89;521.02;28855;206344;26797;13714;5774;19488;1124;306;1430;1698;164;1445;405;854.7;79466;13413;6770;3072;9842;565;160;725;730;53;443;90;68563;10765;5821;2011;7832;449;90;539;433;28;401;98;108.2261618;138.7107473;131.5937968;1.389195149;2.62954796;4.862183021;4.465270121;22.27673649;28.03197354;21.48291069;36.21830209;19.8952591;21.97905182;4.465270121;7.938257993;3401.692393;3942.635061;388.5777288;488.3020948;288.8037486;335.8875413;0.148842337;0.545755237;0.099228225;0.099228225;1.736493936;0;1.686879824;1.091510474;0;2.133406836;1.885336273;0.843439912;0.248070562;0.049614112;0.893054024;0.248070562;0.744211687;7.392502756;34.01015228;65.4822335;22.20812183;3.299492386;1.269035533;57.6142132;10;;;;;Antonio Sanabria;FALSE;;;;;0.025671252;4.78E-15;0.974199424;0.000129324;Mar 4, 1996;San Lorenzo;27;181;Paraguay / Spain;Attack - Centre-Forward;right;Jan 31, 2021;Jun 30, 2025;;GG11;Torino FC;€10.00m;Mar 1, 2019;Antonio Sanabria;SANABRIA A.;234523;995;9;€7.00m;;;;;;;32;22;7;3;0;6;Antonio Sanabria;7000000
