opta_id,full_name,birth_date,country,soccRole,position,team,games,mins_played,touches,xG,npxG,opxG,opshots,opgoals,goals,xA,opxA,xOVA,xA_received,xT,xT_pass,xT_carry,xT_from_passes_received,xg_blocked,xg_against_team
61118,Rafael Tolói,1990-10-10,Italy,CB,Defender,Atalanta,20,1441,1153.0,0.9605789,0.9605789,0.41510029509999996,3.0,1.0,1.0,0.5872379,0.5738836,0.9508268,0.5837427000000001,1.4211354999999999,1.3243643,0.0967712,-0.3139749,0.7618968,19.8160222
61548,Manolo Gabbiadini,1991-11-26,Italy,FW,Forward,Sampdoria,18,1147,504.0,4.5598259,4.5598259,3.0206007494,35.0,3.0,6.0,1.6368975,1.5457827,3.9511393,1.9825796,0.7119254,0.31868430000000003,0.3932411,0.8784163,0.0480307,16.1564184
61566,Roberto Pereyra,1991-01-07,Argentina,CAM,Midfielder,Udinese,24,1800,1138.0,4.8705624,3.3070644,3.1233781798,25.0,2.0,3.0,3.3489648,3.282089,4.2783242999999995,2.2642663,1.7719776,1.1319702,0.6400074,1.9029208,0.2884346,29.5608535
61824,Etrit Berisha,1989-03-10,Albania,GK,Goalkeeper,Torino,10,900,374.0,,0.0,0.0,0.0,0.0,0.0,0.0908066,0.0805637,0.071563,0.0090007,0.2559708,0.2463438,0.009627,-0.14045,3.0727822,11.7960435
61966,Stefan Strandberg,1990-07-25,Norway,CB,Defender,Salernitana,11,934,644.0,0.3660155,0.3660155,0.0,0.0,0.0,0.0,0.4847168,0.39352800000000004,0.0751691,0.6183179,0.8929256999999999,0.7618614,0.1310643,-0.2571108,0.71537,17.8816178
62305,Vlad Chiriches,1989-11-14,Romania,CB,Defender,Sassuolo,29,2301,1603.0,0.5916768,0.5916768,0.0348787177,2.0,0.0,0.0,0.2856226,0.2741168,0.3424071,0.5229443,0.9627773,0.9395129,0.02326440000000001,-0.830187,1.2140775000000001,42.4248338
62339,Tolgay Arslan,1990-08-16,Germany,CM,Midfielder,Udinese,30,1673,941.0,1.0700834,1.0700834,0.8244761584,14.0,0.0,1.0,1.0710277,0.841341,1.4172948,0.4735206,0.6197366,0.610438,0.009298599999999976,0.10696729999999999,0.1200911,24.555796
66228,Filip Djuricic,1992-01-30,Serbia,CAM,Midfielder,Sassuolo,12,677,360.0,2.810633,2.810633,2.8106330614,17.0,2.0,2.0,1.8502206,1.8496308,2.9973154,1.6493305,1.5048598,0.995088,0.5097718,1.085374,0.052009,11.4725951
66247,Marvin Zeegelaar,1990-08-12,Netherlands,FB,Defender,Udinese,14,637,414.0,0.14711069999999998,0.14711069999999998,0.11586522869999999,2.0,0.0,0.0,0.0842146,0.077423,-0.10145390000000001,0.326003,0.2656982,0.2441614,0.0215368,-0.1384403,0.16731849999999998,6.7954731
66733,Juan Cuadrado,1988-05-26,Colombia,WAM,Midfielder,Juventus,33,2494,2298.0,3.5524727,3.5524727,2.4313278634,30.0,3.0,4.0,6.2231288,4.4630889,6.3304692000000005,1.3190494,4.5814298,2.8809500999999997,1.7004797,0.6804586,0.12427379999999999,24.221072
66806,Kostas Manolas,1991-06-14,Greece,CB,Defender,Napoli,4,312,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325672,0.0323722,0.0150847,0.0178834,0.26888070000000003,0.1957318,0.0731489,-0.2206821,0.0673829,2.9193126
67977,Leonardo Pavoletti,1988-11-26,Italy,FW,Forward,Cagliari,33,1506,719.0,6.1709772,6.1709772,4.9206631762,28.0,4.0,5.0,0.9282091,0.9281422,2.1203286,4.9797043,-0.03731639999999997,-0.4262626,0.3889462,3.3139961000000002,0.2716875,25.8732242
68659,Jens Larsen,1991-02-21,Denmark,FB,Defender,Udinese,11,686,352.0,0.7100584999999999,0.7100584999999999,0.6876811925999999,8.0,0.0,0.0,0.6655542,0.5987825999999999,0.849519,0.4714158,0.2936909,0.3268278,-0.03313689999999998,0.122327,0.0,12.2716207
69305,Ricardo Rodríguez,1992-08-25,Switzerland,FB,Defender,Torino,34,2470,1696.0,0.3232185,0.3232185,0.13187182690000002,5.0,0.0,0.0,1.6810899,0.4985633,0.4093941,0.247065,1.9556969,1.2544107,0.7012862,-0.550523,0.6524056,25.6537122
72486,Ilija Nestorovski,1990-03-12,North Macedonia,FW,Forward,Udinese,7,183,91.0,0.8639876,0.8639876,0.8639875948,5.0,1.0,1.0,0.2133149,0.2125514,0.2811146,0.7954246,0.2757198,0.170018,0.1057018,0.3846546,0.0,2.5784278
73709,Francesco Rossi,1991-04-27,Italy,GK,Goalkeeper,Atalanta,1,36,17.0,,0.0,0.0,0.0,0.0,0.0,0.0012988,0.0012454,0.0005983,0.0006471,0.0139098,0.0137844,0.0001254,-0.0042326,0.2832347,0.789579
74011,Francesco Bardi,1992-01-18,Italy,GK,Goalkeeper,Bologna,2,178,59.0,,0.0,0.0,0.0,0.0,0.0,0.0026135,0.0024568000000000003,0.0008144,0.0016424,0.0245651,0.0236095,0.0009556,-0.0260045,0.7203358,2.2490179
75592,Lorenzo Insigne,1991-06-04,Italy,WAM,Midfielder,Napoli,32,2309,1902.0,15.8766749,5.7139379,4.3940910622,65.0,2.0,11.0,5.5750649,4.5838437,6.5783306,3.2030762,4.0787735,2.2244175,1.854356,2.4440007,0.0162947,24.8935156
76100,Diego Falcinelli,1991-06-26,Italy,FW,Forward,Bologna,6,61,52.0,0.2882033,0.2882033,0.17533426359999998,3.0,0.0,0.0,0.0566444,0.05658969999999999,-0.09457120000000001,0.4393643,0.0611315,-0.008313800000000003,0.0694453,0.23365009999999997,0.0,0.6363656
76365,Antonio Vacca,1990-05-13,Italy,DMC,Midfielder,Venezia,21,1070,859.0,0.0210854,0.0210854,0.0,0.0,0.0,0.0,0.3624217,0.32397549999999997,0.2730056,0.0712148,0.8542602,0.7275695,0.1266907,-0.1181805,0.382018,19.8516326
76623,Bram Nuytinck,1990-05-04,Netherlands,CB,Defender,Udinese,27,2034,1200.0,1.078203,1.078203,0.0,0.0,0.0,1.0,0.2064663,0.1768035,0.5857511,0.6722798,0.32619990000000004,0.5002069,-0.174007,-0.4610939,1.9416362999999999,35.8761763
76811,Jacopo Dezi,1992-02-10,Italy,CM,Midfielder,Venezia,1,16,32.0,0.0147477,0.0147477,0.0147477193,1.0,0.0,0.0,0.0680706,0.0680706,0.0709597,0.0118586,0.0889104,0.0688517,0.0200587,0.0081617,0.0,0.0378093
78109,Federico Santander,1991-06-04,Paraguay,FW,Forward,Bologna,7,61,46.0,0.36245299999999997,0.36245299999999997,0.3385027945,1.0,1.0,1.0,0.1240548,0.1240548,0.3206028,0.1659354,0.0797966,0.0876646,-0.007868,0.1954306,0.0,1.3332313
78140,Stefan de Vrij,1992-02-05,Netherlands,CB,Defender,Internazionale,30,2412,1778.0,2.1280441,2.1280441,0.16108032500000002,3.0,0.0,0.0,0.499035,0.4973733,1.0320963,1.5944477,1.4089814999999999,1.0771471,0.33183440000000003,-0.9058598,0.3144101,29.754726299999998
78638,Sérgio Oliveira,1992-06-02,Portugal,CM,Midfielder,Roma,14,898,645.0,1.3897407,0.6079917,0.5481937592,9.0,1.0,2.0,1.670895,0.6081495,0.8733369000000001,0.2830063,0.3895781,0.3268754,0.0627027,0.2272372,0.0,8.956536
78796,Mehdi Bourabia,1991-08-07,Morocco,CM,Midfielder,Spezia,8,275,176.0,0.0298463,0.0298463,0.0298462696,1.0,1.0,1.0,0.0476905,0.0455785,0.044625,0.0311752,0.0337931,0.031065600000000002,0.0027275000000000008,-0.0035961000000000005,0.468519,6.8188574
78819,Simone Verdi,1992-07-12,Italy,WAM,Midfielder,Salernitana,18,878,549.0,3.6200692,2.8383202,2.3750130823999998,25.0,3.0,6.0,1.552911,0.8436317,2.148031,1.1296203,1.1554539,0.6046434,0.5508105,0.3371283,0.0,16.7747039
79583,Pietro Terracciano,1990-03-08,Italy,GK,Goalkeeper,Fiorentina,32,2860,1674.0,,0.0,0.0,0.0,0.0,0.0,0.2451741,0.2139315,0.1432224,0.0718403,1.1188173,1.0283832,0.0904341,-0.8956828,7.6241264,35.0757076
79847,Andrea La Mantia,1991-05-06,Italy,FW,Forward,Empoli,18,477,170.0,1.3432593,1.3432593,1.1284296179,12.0,1.0,2.0,0.1763766,0.1763766,0.18556279999999997,1.3344654,0.08383120000000001,-0.1041109,0.1879421,0.7609071,0.0388812,8.7446023
80005,Ramzi Aya,1990-02-08,Italy,CB,Defender,Salernitana,2,135,35.0,0.0177153,0.0177153,0.0177152883,1.0,0.0,0.0,0.0023469,0.0019299,0.0048696,0.0148333,0.0213495,0.0189289,0.0024205999999999997,-0.0655539,0.0,4.4146433
80447,Maya Yoshida,1988-08-24,Japan,CB,Defender,Sampdoria,26,1822,1162.0,1.6001681,1.6001681,0.0,0.0,0.0,2.0,1.3356695,1.3153172,1.7132663,1.2062988000000001,1.238003,1.1290113,0.1089917,-0.4075216,1.8123775,35.4313037
80974,Jacopo Sala,1991-12-05,Italy,FB,Defender,Spezia,18,891,591.0,0.07619329999999999,0.07619329999999999,0.0761933197,4.0,1.0,1.0,0.3123113,0.26993849999999997,0.177627,0.1683537,0.1207214,0.173562,-0.052840599999999995,0.12109510000000001,0.0,15.5322523
81033,Nicola Sansone,1991-09-10,Italy,WAM,Forward,Bologna,27,880,498.0,2.8705656999999998,2.8705656999999998,2.7509203387,21.0,2.0,2.0,1.7850639,1.1452471,3.348932,0.5750794,0.396584,0.18770340000000002,0.20888059999999997,0.6713011,0.0,15.884845499999999
82334,Simone Romagnoli,1990-02-09,Italy,CB,Defender,Empoli,19,1498,997.0,1.5798912,1.5798912,0.0,0.0,0.0,2.0,0.5675853999999999,0.5460639,1.6585197999999999,0.4681244,1.267739,1.1379256,0.1298134,-0.2267941,2.0540824,25.9041067
82428,Marten de Roon,1991-03-29,Netherlands,DMC,Midfielder,Atalanta,30,2547,2003.0,1.7646053,1.7646053,1.0940504967,15.0,2.0,3.0,1.3063562,1.2904629,0.8986937,2.1617776,2.0204512,1.8524918,0.16795939999999998,-0.4474151,0.0606457,37.1794216
82451,Luis Alberto,1992-09-28,Spain,CAM,Midfielder,Lazio,34,2361,2270.0,3.9502116,3.9502116,3.7328908832999996,42.0,5.0,5.0,7.1369058,5.0436831,5.5109664,3.3078876,3.9966346,2.8430511,1.1535835,1.9250973,0.1593433,30.8521018
83340,Kevin Malcuit,1991-07-31,France,FB,Defender,Napoli,8,286,204.0,0.0319689,0.0319689,0.03196894,1.0,0.0,0.0,0.19584160000000003,0.1937424,0.1662447,0.0594666,0.23243760000000002,0.1430643,0.08937329999999999,0.1233066,0.0,4.434932
84161,Leonardo Spinazzola,1993-03-25,Italy,FB,Defender,Roma,3,128,96.0,0.0381228,0.0381228,0.038122767599999996,2.0,0.0,0.0,0.14206609999999997,0.140893,0.1463561,0.0326598,0.0966449,0.049604499999999996,0.0470404,0.0064464,0.0206194,0.7847234000000001
84178,Francesco Acerbi,1988-02-10,Italy,CB,Defender,Lazio,30,2530,2329.0,2.6617254,2.6617254,0.4410105553,2.0,1.0,4.0,0.902593,0.8852698,2.0400797,1.4956288,2.4438519000000003,1.8758832,0.5679687,-1.0187376,1.5941859,37.2572593
84702,Matija Nastasic,1993-03-28,Serbia,CB,Defender,Fiorentina,5,217,176.0,0.0888454,0.0888454,0.0,0.0,0.0,0.0,0.037494200000000005,0.0371474,-0.0506258,0.1779691,0.0561569,0.049174999999999996,0.006981899999999999,0.13591169999999997,0.0483791,6.4222427
84724,Bartosz Bereszynski,1992-07-12,Poland,FB,Defender,Sampdoria,35,2956,2053.0,0.6771134,0.6771134,0.6771134027,6.0,0.0,0.0,1.5585056,1.5294317,1.5467906,0.6652396,2.1850791,1.7082818,0.47679730000000003,0.2928764,0.4928685,50.4794587
85288,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,36,3240,1466.0,,0.0,0.0,0.0,0.0,0.0,0.127574,0.10249180000000001,0.0608286,0.0429777,0.7606741,0.7372081,0.023466,-0.592868,14.1777142,54.992795
86129,Kalidou Koulibaly,1991-06-20,Senegal,CB,Defender,Napoli,27,2406,1966.0,1.3091819,1.3091819,0.1133568548,3.0,0.0,3.0,0.451134,0.4341433,0.8622527999999999,0.8826649000000001,1.9627549,1.6374662,0.3252887,-0.7208963,1.4635266999999998,24.9593398
87542,Nikola Maksimovic,1991-11-25,Serbia,CB,Defender,Genoa,14,1116,652.0,0.1085684,0.1085684,0.0,0.0,0.0,0.0,0.17727700000000002,0.16114119999999998,0.031803700000000004,0.2379095,0.5397052999999999,0.4691646,0.0705407,-0.318204,0.5057548000000001,16.2731465
87750,Luis Muriel,1991-04-16,Colombia,FW,Forward,Atalanta,27,1540,1148.0,6.5925411,5.0290431,4.6207112316,46.0,7.0,9.0,6.1801694000000005,5.0109308,5.8402174,3.9611969,3.5258070999999997,2.2955768,1.2302303,4.4975444,0.0,19.6133319
87995,Mattia Perin,1992-11-10,Italy,GK,Goalkeeper,Juventus,5,405,153.0,,0.0,0.0,0.0,0.0,0.0,0.0100688,0.0080363,0.0028497,0.0054837,0.034960899999999996,0.032765999999999997,0.0021949,-0.053391299999999996,0.5291068999999999,3.8105838
88340,João Pedro,1992-03-09,Italy,CAM,Forward,Cagliari,37,3325,1249.0,12.581729,9.454733000000001,7.8940450541,69.0,8.0,13.0,2.9931315,2.9924111,5.271377,7.0349316,1.360155,0.6108559,0.7492991,4.6892962,0.1913783,67.2259893
88432,Cristiano Biraghi,1992-09-01,Italy,FB,Defender,Fiorentina,37,3166,2907.0,3.371657,1.8081589999999998,1.0064110013,16.0,0.0,4.0,7.5567533000000005,3.9827328,4.2930293,0.7929493,3.2578308,2.6599269,0.5979039,-0.5236701,0.6493339,42.0782784
88482,Álvaro Morata,1992-10-23,Spain,FW,Forward,Juventus,35,2312,1094.0,8.9241677,8.1424187,7.3148873612,53.0,8.0,9.0,3.4981616,3.4977564,6.2838127,5.3315051,1.90345,1.0600021,0.8434479,3.3516009,0.0401522,24.8378604
88746,Faouzi Ghoulam,1991-02-01,Algeria,FB,Defender,Napoli,14,325,311.0,0.0833506,0.0833506,0.0,0.0,0.0,0.0,0.3869144,0.1793355,0.1261251,0.0733068,0.3559439,0.2899126,0.06603129999999999,-0.009259700000000001,0.0648232,4.8836842
89076,Remo Freuler,1992-04-15,Switzerland,CM,Midfielder,Atalanta,29,2378,2124.0,1.3619851,1.3619851,1.3264687546,18.0,1.0,1.0,2.947168,2.8749986,2.4490714,1.7934386,3.3321918999999998,2.7179428,0.6142491,0.7119120999999999,0.32318399999999997,32.9450975
89087,Frédéric Veseli,1992-11-20,Albania,FB,Defender,Salernitana,9,597,274.0,0.0132342,0.0132342,0.0132342139,1.0,0.0,0.0,0.0813534,0.0474626,0.0464118,0.0142908,0.1761417,0.13898459999999999,0.0371571,-0.101152,0.2152636,15.1507511
89861,José Luis Palomino,1990-01-05,Argentina,CB,Defender,Atalanta,34,2672,2089.0,1.912494,1.912494,0.0763464049,1.0,0.0,1.0,0.8082807,0.7798809,1.7186508999999999,0.9750192,1.5307215,1.2128207,0.3179008,-0.4138146,1.3716331,36.4286255
90557,Federico Ceccherini,1992-05-11,Italy,CB,Defender,Verona,34,2368,1535.0,1.6364219,1.6364219,1.3423532844000001,3.0,1.0,1.0,0.6105745,0.6048575,0.9315911,1.3096207,1.2731539,1.1708833,0.1022706,-0.12243470000000002,0.4540166,34.8953518
91990,Juan Jesus,1991-06-10,Brazil,CB,Defender,Napoli,21,1273,957.0,0.2560418,0.2560418,0.0,0.0,0.0,1.0,0.130101,0.1254401,0.0801983,0.30153389999999997,0.6721042,0.5683183,0.1037859,-0.5619999,0.759695,15.2400647
92042,Diego Demme,1991-11-21,Germany,CM,Midfielder,Napoli,19,686,687.0,0.6763955,0.6763955,0.6479196548,1.0,1.0,1.0,0.526457,0.5260444,0.826017,0.3759232,0.2359375,0.1311791,0.1047584,0.2611739,0.1315303,9.2265782
92371,Pablo Marí,1993-08-31,Spain,CB,Defender,Udinese,15,1342,796.0,0.5543088,0.5543088,0.2164860964,3.0,1.0,2.0,0.4398972,0.2870252,0.026146600000000006,0.8151873,0.4736739,0.4523941,0.0212798,0.0743694,0.6160285999999999,22.5498037
93661,Giovanni Di Lorenzo,1993-08-04,Italy,FB,Defender,Napoli,33,2873,2688.0,0.8850641,0.8850641,0.5136661046000001,10.0,0.0,1.0,3.3100876,3.2822643,2.3814871,1.788722,4.362228,3.6385862,0.7236418,0.7761456,0.552704,24.9207649
94239,Alessandro Berardi,1991-01-16,Italy,GK,Goalkeeper,Verona,1,90,35.0,,0.0,0.0,0.0,0.0,0.0,0.0015899,0.0009106,-4.02e-05,0.0009508,0.0009882,0.0001481,0.0008401,-0.0152605,0.4687411,3.6198929
94425,Marcelo Brozovic,1992-11-16,Croatia,CM,Midfielder,Internazionale,35,2951,3013.0,1.6626828,1.6626828,1.3378769253,22.0,2.0,2.0,4.0641009,4.0237194,4.3433497,1.3576921,3.4258862,3.2569873,0.1688989,0.07246999999999999,0.5235506,33.264077
94751,Stefano Sturaro,1993-03-09,Italy,CM,Midfielder,Genoa,25,1775,896.0,0.4394133,0.4394133,0.3573157071,8.0,0.0,0.0,0.9679254,0.9667974,0.8889267,0.5188051,0.8946738000000001,0.9783619,-0.08368810000000002,0.5998571,0.3306774,29.3940231
94924,Gerard Deulofeu,1994-03-13,Spain,WAM,Forward,Udinese,34,2626,1574.0,8.3929995,7.6112505,6.1277489942,55.0,9.0,13.0,7.2860885,5.1943145,8.8319125,3.2234645,7.0267459,3.8919673,3.1347785999999997,2.790257,0.0,45.5039511
95180,Gianluca Caprari,1993-07-30,Italy,FW,Forward,Verona,35,2753,1862.0,6.625429,5.0619309999999995,4.739361462,59.0,10.0,12.0,6.0597086,5.1733572,6.2568443,3.7230478000000002,3.3998314,1.8371975999999999,1.5626338,3.9777318999999998,0.0,40.6593134
95215,Gregoire Defrel,1991-06-17,France,FW,Forward,Sassuolo,38,1345,624.0,4.0578936,4.0578936,3.462107439,24.0,1.0,2.0,1.4844222,1.4833266,2.1960708,3.3410549,0.3028435,-0.06537290000000001,0.3682164,2.0882229,0.0225706,23.9707762
96645,Berat Djimsiti,1993-02-19,Albania,CB,Defender,Atalanta,31,2254,1689.0,1.817318,1.817318,0.4106432571,6.0,0.0,1.0,1.1187755,1.1082897,1.0640481,1.864108,1.3277927,1.1418564,0.1859363,-0.2065078,0.5288996,30.7940811
96740,Jordan Veretout,1993-03-01,France,CM,Midfielder,Roma,36,2321,1674.0,4.7444699,3.1809719,2.6265402444,20.0,3.0,4.0,3.8092635,1.4826533,2.7358167,1.7670117,1.7684799,1.2599499,0.50853,1.0534452,0.0369625,30.5286249
97617,Alessandro Florenzi,1991-03-11,Italy,FB,Defender,Milan,24,1151,957.0,0.7649714999999999,0.7649714999999999,0.4394547278,11.0,1.0,2.0,1.5361614000000001,1.2380012,1.3633269000000001,0.517358,1.4575372,1.1302893,0.3272479,-0.013737699999999997,0.0952688,10.8598489
98456,Ante Rebic,1993-09-21,Croatia,WAM,Forward,Milan,24,875,491.0,2.4637524,2.4637524,1.4073991496,21.0,1.0,2.0,3.2960525,3.2950440999999997,4.0099674,1.7347706,1.9985878000000001,1.6496063,0.3489815,1.4966796,0.0,10.7396052
100180,Danilo,1991-07-15,Brazil,FB,Defender,Juventus,22,1895,1696.0,0.7358737,0.7358737,0.08686674859999999,4.0,0.0,1.0,1.1688825999999999,1.145858,0.7523909,1.1320782999999999,1.8826931999999998,1.5726665,0.3100267,-0.415875,0.7206737,21.7576691
101019,Mário Rui,1991-05-27,Portugal,FB,Defender,Napoli,34,3000,2855.0,1.4872076,1.4872076,1.1518300306,25.0,0.0,0.0,3.483034,3.2662225,3.1123283,1.3260164,2.8939507,2.1630223,0.7309284,0.1999231,0.420381,29.884319299999998
101537,Felipe Anderson,1993-04-15,Brazil,WAM,Midfielder,Lazio,38,2899,2017.0,5.8676342,5.8676342,5.1298088686,39.0,5.0,6.0,5.7438101,5.7123363000000005,8.4480746,3.1452541,3.7095123,2.201891,1.5076213,2.7792471,0.4780777,41.3241495
101820,Stanislav Lobotka,1994-11-25,Slovakia,CM,Midfielder,Napoli,23,1686,1607.0,0.10880519999999999,0.10880519999999999,0.1088052169,2.0,1.0,1.0,1.0457232,1.0428788,0.7851661999999999,0.3670106,1.159295,0.7555321,0.4037629,-0.014418899999999985,0.0303119,14.2186728
102195,Daniele Baselli,1992-03-12,Italy,CM,Midfielder,Cagliari,15,424,318.0,1.4699367,1.4699367,1.4224808291,4.0,0.0,0.0,0.748037,0.3540512,1.5044825,0.31910089999999997,0.5873648,0.3202397,0.2671251,0.204368,0.0,8.8252264
102228,Marko Pjaca,1995-05-06,Croatia,WAM,Midfielder,Torino,24,1145,617.0,2.1065834,2.1065834,1.6402651258,16.0,3.0,3.0,1.5231599999999998,1.3873785,2.128559,1.3660736,1.2169134,0.4210102,0.7959032,1.1096838,0.0727481,12.046055899999999
102766,Koffi Djidji,1992-11-30,Côte d'Ivoire,CB,Defender,Torino,25,1735,1100.0,0.6319058000000001,0.6319058000000001,0.1064686225,4.0,0.0,0.0,0.2502444,0.2441885,0.41535700000000003,0.464081,0.7958451,0.5736135,0.2222316,-0.5111633,0.4771631,17.5631875
103086,Duván Zapata,1991-04-01,Colombia,FW,Forward,Atalanta,24,1732,911.0,15.0075246,12.6622776,9.8264838129,60.0,7.0,10.0,4.6135367,4.6130769,7.7018205,9.5695526,1.7255942,0.5512563,1.1743379,6.1572231,0.0275538,27.8978932
103155,Adama Soumaoro,1992-06-18,France,CB,Defender,Bologna,28,2267,1294.0,1.4216926,1.4216926,0.4032513201,1.0,0.0,0.0,0.2944463,0.2865247,1.0226814,0.686199,1.0886977,0.7481185,0.34057919999999997,-0.43184690000000003,1.0617625,35.5115436
104080,Ernesto Torregrossa,1992-06-28,Italy,FW,Forward,Sampdoria,10,107,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1395932,0.1395932,-0.0787288,0.2203867,0.009463100000000002,-0.0033025,0.0127656,0.2021404,0.0,2.844391
104359,Jean-Daniel Akpa Akpro,1992-10-11,Côte d'Ivoire,DMC,Midfielder,Lazio,10,312,184.0,0.1865859,0.1865859,0.1095714085,2.0,0.0,0.0,0.0645148,0.0645148,-0.0050534999999999955,0.2528187,0.021487400000000004,-0.0197343,0.0412217,0.2928601,0.0268277,6.2939743
105108,Nicola Murru,1994-12-16,Italy,FB,Defender,Sampdoria,22,985,602.0,0.0917702,0.0917702,0.0917702383,3.0,1.0,1.0,0.9116418,0.7981142999999999,0.734677,0.1546542,0.6921461,0.552272,0.1398741,0.032915700000000006,0.2019594,19.8870412
105119,Armando Izzo,1992-03-02,Italy,CB,Defender,Torino,11,526,392.0,0.9459131000000001,0.9459131000000001,0.0,0.0,0.0,0.0,0.056061599999999996,0.0507842,0.2413168,0.7555471,0.1929381,0.13150879999999998,0.061429300000000006,-0.16127940000000002,0.5584463,6.0605461
105128,Luca Lezzerini,1995-03-24,Italy,GK,Goalkeeper,Venezia,6,495,235.0,,0.0,0.0,0.0,0.0,0.0,0.023723,0.0153895,0.0098496,0.0057561,0.0719863,0.0712384,0.0007479,-0.0909923,2.8301899,9.4350803
105132,Valerio Verre,1994-01-11,Italy,CAM,Midfielder,Empoli,19,730,539.0,1.4744802,1.4744802,1.4526293828,19.0,0.0,0.0,0.6664931000000001,0.6451498,0.6223503000000001,1.4987485,1.0058693,0.6399049,0.36596439999999997,1.2028788,0.0,13.4472775
105133,Alessio Cragno,1994-06-28,Italy,GK,Goalkeeper,Cagliari,35,3150,1397.0,,0.0,0.0,0.0,0.0,0.0,0.386802,0.2853275,0.2495055,0.0371243,1.3196977,1.2879669,0.0317308,-0.5272278,16.7687914,62.4325779
105700,Davide Zappacosta,1992-06-11,Italy,FB,Defender,Atalanta,34,2357,1837.0,2.1410841,2.1410841,2.0461271293,33.0,1.0,1.0,3.3767356,3.3394354,4.1347308,1.3420168000000001,2.4413795,1.5954007,0.8459788,0.12230449999999997,0.13418419999999998,34.1047478
106247,Giorgos Kyriakopoulos,1996-02-05,Greece,FB,Defender,Sassuolo,29,1971,1614.0,0.8624748999999999,0.8624748999999999,0.6912682782,24.0,0.0,0.0,2.9947106,2.2433739999999998,2.5757282,0.5349872,1.7691511,0.9717641,0.797387,0.045999399999999996,0.492119,40.9200003
106461,Patric,1993-04-17,Spain,FB,Defender,Lazio,24,1652,1591.0,0.6471499,0.6471499,0.0,0.0,0.0,1.0,0.39287,0.3826381,0.4702026,0.5611463,1.177068,0.8985283,0.2785397,-0.88279,0.4536867,21.84532
106837,Dennis Praet,1994-05-14,Belgium,CM,Midfielder,Torino,23,1543,770.0,2.3271632,2.3271632,2.1872372909,21.0,2.0,2.0,3.817039,3.8135857,4.4126892,1.7497378000000001,1.0879105,0.7878052,0.3001053,1.4662857,0.0224581,17.8565437
107013,Mattia De Sciglio,1992-10-20,Italy,FB,Defender,Juventus,20,1165,820.0,0.2392443,0.2392443,0.2132674064,5.0,1.0,1.0,2.2204351,2.0419266,2.1483449,0.1327536,0.8301784999999999,0.5775994999999999,0.252579,0.1472885,0.0,17.4240313
107363,Elseid Hysaj,1994-02-02,Albania,FB,Defender,Lazio,29,2031,1657.0,0.5520442999999999,0.5520442999999999,0.5218883902,2.0,1.0,1.0,1.7547259,1.7431667,1.6040101,0.6920129,1.8151414,1.4552664,0.359875,-0.3307018,0.2882783,34.1670499
108732,Norbert Gyömbér,1992-07-03,Slovakia,CB,Defender,Salernitana,31,2566,1402.0,0.5934206,0.5934206,0.0276617669,1.0,0.0,0.0,1.2279262,1.1701646,1.2747742,0.49416350000000003,1.0491954000000001,1.029889,0.019306399999999998,-0.5670743,1.3394479000000001,47.5136434
109511,Bryan Cristante,1995-03-03,Italy,DMC,Midfielder,Roma,34,2673,2187.0,1.6700675,1.6700675,0.4288191013,17.0,0.0,2.0,2.3756327,2.3593606,2.0278099,2.0014892,3.5490227,2.8864766,0.6625461,-0.0856214,0.0950255,35.5951224
109623,Riccardo Fiamozzi,1993-05-18,Italy,FB,Defender,Empoli,10,622,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537711,0.5189447,0.4853213,0.033124,0.6525162,0.5600337,0.0924825,-0.0913989,0.2658439,12.7580074
111515,Charalampos Lykogiannis,1993-10-22,Greece,FB,Defender,Cagliari,28,1821,1042.0,0.9565063,0.9565063,0.3103148203,9.0,1.0,1.0,0.9508082,0.521764,0.36248359999999996,0.8418304,0.6651961,0.4592717,0.2059244,0.01947180000000001,0.5110068999999999,37.1817361
111722,Andrea Belotti,1993-12-20,Italy,FW,Forward,Torino,22,1377,637.0,7.644908,5.299661,3.9845420977,38.0,4.0,8.0,0.6825019,0.6371106,2.0403540000000002,3.7245255,0.061789100000000007,-0.2844966,0.34628570000000003,2.3708866,0.2844396,15.8992383
111732,Hakan Çalhanoglu,1994-02-08,Turkey,CAM,Midfielder,Internazionale,34,2509,2160.0,7.0052578,4.6600108,2.7157564295,45.0,3.0,7.0,8.0295526,4.5023955,6.7872028,1.7724341000000001,3.2187126,2.415672,0.8030406,1.1138238,0.2730688,30.12351
112065,Milan Skriniar,1995-02-11,Slovakia,CB,Defender,Internazionale,35,3150,2473.0,3.4539452,3.4539452,0.2078953004,5.0,0.0,3.0,1.4825152,1.4765615,2.209437,2.7233667,1.8617911,1.4560743999999999,0.4057167,-0.8081564,1.5435961,37.9426589
114355,Leo Stulac,1994-09-26,Slovenia,CM,Midfielder,Empoli,23,821,580.0,0.2588169,0.2588169,0.1357056201,5.0,1.0,2.0,0.5868416,0.3092095,0.3899727,0.1058258,0.5726297,0.5399796,0.0326501,0.024837499999999995,0.0695692,20.5125323
