,opta_id,game_id,team_id,opp_team_id,home_away,match_day,full_name,birth_date,country,soccRole,team,opponent_team,mins_played,touches,xG,npxG,opxG,goals,npgoals,opgoals,shots,npshots,opshots,xGoT,xA,opxA,xOVA,xT,xT_from_passes,xT_from_carries,xT_from_passes_received,xg_blocked,xg_against_team
744,26720,2228927,137,695.0,a,3,Cristian Molinaro,1983-07-30,Italy,FB,Venezia,Empoli,45,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000675,0.0003998,0.0001286,0.006633,0.0049209,0.0017121,-0.0028783,0.0,1.2061579
745,221781,2228927,137,695.0,a,3,David Okereke,1997-08-29,Nigeria,WAM,Venezia,Empoli,23,12.0,0.2976489,0.2976489,0.2976489,1.0,0.0,1.0,2.0,2.0,2.0,0.644295,0.0003565,0.0003565,0.0479601,0.0300669,0.0063821,0.0236848,0.075645,0.0,1.1686669
746,120127,2228927,137,695.0,a,3,Domen Crnigoj,1995-11-18,Slovenia,CM,Venezia,Empoli,36,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005987,0.0005987,-0.0010593,0.0027779,-0.0034538,0.0062317,0.0106912,0.0,1.2061579
747,230386,2228927,137,695.0,a,3,Daan Heymans,1999-06-15,Belgium,CM,Venezia,Empoli,57,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048771,0.0047408,0.0020724,-0.006117,-0.0064718,0.0003548,0.0198592,0.0,1.3159481
748,129487,2228928,120,129.0,h,3,Mike Maignan,1995-07-03,France,GK,Milan,Lazio,90,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012529,0.012529,0.0109589,0.0362435,0.034445,0.0017985,-0.0159302,0.1480507,0.286443
749,222784,2228928,120,129.0,h,3,Theo Hernández,1997-10-06,France,FB,Milan,Lazio,90,65.0,0.0134,0.0134,0.0134,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0866778,0.0857745,0.0793629,0.1299892,0.0658447,0.0641445,-0.0085686,0.0,0.286443
750,194794,2228928,120,129.0,h,3,Fikayo Tomori,1997-12-19,England,CB,Milan,Lazio,90,68.0,0.0637505,0.0637505,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0044307,0.0043213,-0.099719,0.029428,0.0248962,0.0045318,-0.0266794,0.0,0.286443
751,126551,2228928,120,129.0,h,3,Alessio Romagnoli,1995-01-12,Italy,CB,Milan,Lazio,90,70.0,0.0924515,0.0924515,0.028056,0.0,0.0,0.0,2.0,2.0,1.0,0.0553486,0.0219091,0.0215662,0.0417749,0.0827212,0.0786098,0.0041114,-0.0316559,0.0487752,0.286443
752,161918,2228928,120,129.0,h,3,Davide Calabria,1996-12-06,Italy,FB,Milan,Lazio,90,67.0,0.1067658,0.1067658,0.1067658,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0073603,0.0070884,0.07538,0.0387753,0.0333597,0.0054156,0.029432,0.0348065,0.286443
753,216065,2228928,120,129.0,h,3,Rafael Leão,1999-06-10,Portugal,WAM,Milan,Lazio,60,33.0,0.7515629,0.7515629,0.7515629,1.0,0.0,1.0,3.0,3.0,3.0,0.8510824,0.2296216,0.2296216,0.7155994,0.0757311,0.0535229,0.0222082,0.2646363,0.0,0.0647444
754,173181,2228928,120,129.0,h,3,Franck Kessie,1996-12-19,Côte d'Ivoire,CM,Milan,Lazio,61,48.0,0.781749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0698965,0.0695671,0.0480422,0.0720715,0.0687029,0.0033686,-0.0027818,0.0,0.0647444
755,216183,2228928,120,129.0,h,3,Brahim Díaz,1999-08-03,Spain,CAM,Milan,Lazio,80,43.0,0.0876952,0.0876952,0.0876952,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0466309,0.0464973,0.0028637,0.0585542,0.0451133,0.0134409,0.0939681,0.0,0.2031368
756,432422,2228928,120,129.0,h,3,Sandro Tonali,2000-05-08,Italy,CM,Milan,Lazio,90,87.0,0.0445912,0.0445912,0.0181962,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0955272,0.0919395,0.1146252,0.0817058,0.0703393,0.0113665,0.0228311,0.0,0.286443
757,97617,2228928,120,129.0,h,3,Alessandro Florenzi,1991-03-11,Italy,FB,Milan,Lazio,61,28.0,0.0154132,0.0154132,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0681253,0.0675547,0.0726788,0.0345849,0.0333627,0.0012222,0.0094476,0.0,0.0647444
758,98456,2228928,120,129.0,h,3,Ante Rebic,1993-09-21,Croatia,FW,Milan,Lazio,90,39.0,0.0383978,0.0383978,0.0383978,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.060134,1.060134,0.9130798,0.411716,0.3845836,0.0271324,0.1863824,0.0,0.286443
759,202041,2228928,120,129.0,h,3,Ismaël Bennacer,1997-12-01,Algeria,CM,Milan,Lazio,16,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011625,0.0011625,0.0003328,-0.0096096,-0.011519,0.0019094,0.0088822,0.0,0.0833063
760,437746,2228928,120,129.0,h,3,Alexis Saelemaekers,1999-06-27,Belgium,WAM,Milan,Lazio,29,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344479,0.0344479,0.0105713,0.0129123,-0.0060165,0.0189288,0.0462912,0.0,0.2216986
761,169102,2228928,120,129.0,h,3,Tiémoué Bakayoko,1994-08-17,France,CM,Milan,Lazio,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012449,0.0011944,0.0001683,0.0003173,-0.0014735,0.0017908,0.0070269,0.0,0.1383923
762,225897,2228928,120,129.0,h,3,Fodé Ballo-Touré,1997-01-03,Senegal,FB,Milan,Lazio,10,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003579,0.0003579,-0.0010065,-0.0135489,-0.0090462,-0.0045027,0.0078566,0.0,0.0833063
763,9808,2228928,120,129.0,h,3,Zlatan Ibrahimovic,1981-10-03,Sweden,FW,Milan,Lazio,30,28.0,0.9973908,0.9973908,0.9973908,1.0,0.0,1.0,3.0,3.0,3.0,0.9430181,0.0280197,0.0280197,0.2212844,0.0870252,0.0218654,0.0651598,0.2853712,0.0,0.2216986
764,8432,2228928,129,120.0,a,3,Pepe Reina,1982-08-31,Spain,GK,Lazio,Milan,90,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018527,0.0017404,0.0009666,0.0105466,0.0082925,0.0022541,-0.013453,0.0643955,2.993168
765,215510,2228928,129,120.0,a,3,Luiz Felipe,1997-03-22,Italy,CB,Lazio,Milan,90,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350438,0.0349363,0.0267299,0.148281,0.1198616,0.0284194,-0.0613053,0.0710825,2.993168
766,169107,2228928,129,120.0,a,3,Adam Marusic,1992-10-17,Montenegro,FB,Lazio,Milan,64,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014377,0.0013853,0.000638,0.0114032,0.0136014,-0.0021982,-0.0104959,0.0,2.0613908
767,107363,2228928,129,120.0,a,3,Elseid Hysaj,1994-02-02,Albania,FB,Lazio,Milan,90,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292286,0.028825,0.0124709,0.0303187,0.0228248,0.0074939,0.0119781,0.0,2.993168
768,84178,2228928,129,120.0,a,3,Francesco Acerbi,1988-02-10,Italy,CB,Lazio,Milan,90,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188315,0.0180362,0.0145968,0.1284431,0.1024543,0.0259888,-0.0429258,0.1158358,2.993168
769,82451,2228928,129,120.0,a,3,Luis Alberto,1992-09-28,Spain,CM,Lazio,Milan,90,71.0,0.0548107,0.0548107,0.0548107,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0322526,0.031939,0.0743797,0.0321175,0.021681,0.0104365,0.0434031,0.0,2.993168
770,43191,2228928,129,120.0,a,3,Lucas Leiva,1987-01-09,Brazil,CM,Lazio,Milan,90,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213767,0.0127819,0.0068992,0.0295643,0.0313078,-0.0017435,-0.0184052,0.0913758,2.993168
771,180793,2228928,129,120.0,a,3,Sergej Milinkovic-Savic,1995-02-27,Serbia,CM,Lazio,Milan,74,64.0,0.0440215,0.0440215,0.0440215,0.0,0.0,0.0,2.0,2.0,2.0,0.0711189,0.0089554,0.0089554,0.0199004,0.0068501,-0.0125195,0.0193696,0.0360089,0.0,2.9311584
772,59046,2228928,129,120.0,a,3,Ciro Immobile,1990-02-20,Italy,FW,Lazio,Milan,84,30.0,0.0685314,0.0685314,0.0685314,0.0,0.0,0.0,1.0,1.0,1.0,0.1194509,0.0174955,0.0174955,0.0591324,-0.0200465,-0.0060217,-0.0140248,0.0557403,0.0,2.993168
773,101537,2228928,129,120.0,a,3,Felipe Anderson,1993-04-15,Brazil,WAM,Lazio,Milan,64,27.0,0.0207229,0.0207229,0.0207229,0.0,0.0,0.0,1.0,1.0,1.0,0.0131258,0.0164646,0.0163501,0.0007997,0.0174891,-0.0020839,0.019573,0.0658429,0.0,2.0613908
774,49579,2228928,129,120.0,a,3,Pedro,1987-07-28,Spain,WAM,Lazio,Milan,84,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200516,0.0199364,0.0020354,0.0157517,-0.0286383,0.04439,0.0833139,0.028056,2.993168
775,156293,2228928,129,120.0,a,3,Vedat Muriqi,1994-04-24,Kosovo,FW,Lazio,Milan,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024911,0.0024911,-0.0229511,-0.0293452,-0.0293452,0.0,0.0406767,0.0,0.0
776,465701,2228928,129,120.0,a,3,Raúl Moro,2002-12-05,Spain,WAM,Lazio,Milan,6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115239,0.0114479,0.008875,-0.0071906,-0.0071906,0.0,-0.0030486,0.0,0.0
777,156323,2228928,129,120.0,a,3,Manuel Lazzari,1993-11-29,Italy,FB,Lazio,Milan,26,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016194,0.0013885,-0.0001987,0.0305456,0.0010946,0.029451,0.004951,0.0,0.9317771
778,212851,2228928,129,120.0,a,3,Toma Basic,1996-11-25,Croatia,CM,Lazio,Milan,16,11.0,0.0147749,0.0147749,0.0147749,0.0,0.0,0.0,1.0,1.0,1.0,0.0121004,0.0021984,0.0021984,0.0004778,-0.0053671,-0.0062755,0.0009084,0.0191114,0.0,0.0620096
779,157008,2228928,129,120.0,a,3,Mattia Zaccagni,1995-06-16,Italy,WAM,Lazio,Milan,26,18.0,0.0835817,0.0835817,0.0835817,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.011588,0.0115283,0.0819276,0.0589298,0.036402,0.0225278,0.0246739,0.0,0.9317771
780,48844,2228929,459,128.0,h,3,David Ospina,1988-08-31,Colombia,GK,Napoli,Juventus,90,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051776,0.0022881,0.0017723,0.0220684,0.0206262,0.0014422,-0.0064284,0.6148419,1.3507337
781,86129,2228929,459,128.0,h,3,Kalidou Koulibaly,1991-06-20,Senegal,CB,Napoli,Juventus,90,70.0,0.8506118,0.8506118,0.0209922,1.0,0.0,0.0,2.0,2.0,1.0,0.9299131,0.0177297,0.0174596,0.8607499,0.1139737,0.0853199,0.0286538,-0.0046176,0.0,1.3507337
782,93661,2228929,459,128.0,h,3,Giovanni Di Lorenzo,1993-08-04,Italy,FB,Napoli,Juventus,90,111.0,0.0239273,0.0239273,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07497,0.0739658,0.0640218,0.202033,0.2010347,0.0009983,-0.0228182,0.0,1.3507337
783,101019,2228929,459,128.0,h,3,Mário Rui,1991-05-27,Portugal,FB,Napoli,Juventus,89,87.0,0.041783,0.041783,0.041783,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.071836,0.0714508,0.0365386,0.0660102,0.0109788,0.0550314,0.095761,0.0,1.3507337
784,66806,2228929,459,128.0,h,3,Kostas Manolas,1991-06-14,Greece,CB,Napoli,Juventus,90,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098337,0.0096899,0.0043319,0.0983147,0.0707972,0.0275175,-0.0652239,0.0,1.3507337
785,201379,2228929,459,128.0,h,3,Fabián Ruiz,1996-04-03,Spain,CM,Napoli,Juventus,90,110.0,0.0505748,0.0505748,0.0354655,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.1285376,0.1284829,0.1255266,0.1145269,0.1040998,0.0104271,0.0175782,0.0,1.3507337
786,225807,2228929,459,128.0,h,3,Eljif Elmas,1999-09-24,North Macedonia,WAM,Napoli,Juventus,45,27.0,0.084688,0.084688,0.084688,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0115856,0.0115856,0.0266535,0.0127278,-0.0140756,0.0268034,0.1164157,0.0,1.2629454
787,203325,2228929,459,128.0,h,3,André-Frank Zambo Anguissa,1995-11-16,Cameroon,CM,Napoli,Juventus,90,83.0,0.0292548,0.0292548,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0877849,0.0877176,0.0427975,0.0248528,0.0222272,0.0026256,0.0029153,0.0,1.3507337
788,218329,2228929,459,128.0,h,3,Victor Osimhen,1998-12-29,Nigeria,FW,Napoli,Juventus,89,26.0,0.4483832,0.4483832,0.1872999,0.0,0.0,0.0,4.0,4.0,3.0,0.5000192,0.038023,0.038023,0.0654325,-0.0670533,-0.1047603,0.037707,0.3248233,0.0,1.3507337
789,153776,2228929,459,128.0,h,3,Matteo Politano,1993-08-03,Italy,WAM,Napoli,Juventus,72,61.0,0.4257919,0.4257919,0.4062004,1.0,0.0,1.0,5.0,5.0,4.0,0.2073932,0.2404109,0.0318613,0.3926117,0.0286087,-0.0058704,0.0344791,0.1681676,0.0,1.3507337
790,75592,2228929,459,128.0,h,3,Lorenzo Insigne,1991-06-04,Italy,WAM,Napoli,Juventus,73,69.0,0.1485239,0.1485239,0.1211026,0.0,0.0,0.0,3.0,3.0,2.0,0.5144356,0.1947331,0.1653811,0.2261682,0.2900907,0.2158257,0.074265,-0.0003798,0.0,1.3507337
791,126440,2228929,459,128.0,h,3,Piotr Zielinski,1994-05-20,Poland,CAM,Napoli,Juventus,17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011643,0.0011643,-0.0055306,0.0048153,0.0004066,0.0044087,0.0283228,0.0,0.0
792,147886,2228929,459,128.0,h,3,Andrea Petagna,1995-06-30,Italy,FW,Napoli,Juventus,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039147,0.0,0.0,0.0,0.0099103,0.0,0.0
793,218005,2228929,459,128.0,h,3,Adam Ounas,1996-11-11,Algeria,CAM,Napoli,Juventus,45,33.0,0.0324511,0.0324511,0.0172039,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.1280041,0.1280041,0.1091464,0.1392866,0.1148263,0.0244603,0.030113,0.0,0.0877883
794,179361,2228929,459,128.0,h,3,Hirving Lozano,1995-07-30,Mexico,WAM,Napoli,Juventus,18,9.0,0.0258353,0.0258353,0.0258353,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0930048,0.0930048,0.1141785,0.0968662,0.0741324,0.0227338,0.0407207,0.0,0.0
795,83340,2228929,459,128.0,h,3,Kevin Malcuit,1991-07-31,France,FB,Napoli,Juventus,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,59936,2228929,128,459.0,a,3,Wojciech Szczesny,1990-04-18,Poland,GK,Juventus,Napoli,90,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00981,0.0060146,0.0057824,0.0122689,0.0122689,0.0,-0.0006382,0.403178,2.1618252
797,107013,2228929,128,459.0,a,3,Mattia De Sciglio,1992-10-20,Italy,FB,Juventus,Napoli,90,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305218,0.0297759,0.0261894,0.0925709,0.0915183,0.0010526,0.0026887,0.0,2.1618252
798,18102,2228929,128,459.0,a,3,Giorgio Chiellini,1984-08-14,Italy,CB,Juventus,Napoli,90,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155436,0.0149734,0.0104804,0.0836964,0.0686717,0.0150247,-0.0147159,0.0859303,2.1618252
799,28277,2228929,128,459.0,a,3,Leonardo Bonucci,1987-05-01,Italy,CB,Juventus,Napoli,90,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031947,0.0031374,0.0007512,0.0241443,0.0211479,0.0029964,-0.035433,0.0483749,2.1618252
800,215981,2228929,128,459.0,a,3,Luca Pellegrini,1999-03-07,Italy,FB,Juventus,Napoli,57,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1001015,0.0997976,0.0992015,-0.0018709,-0.0034336,0.0015627,-0.0047293,0.0,0.9879016
801,120743,2228929,128,459.0,a,3,Adrien Rabiot,1995-04-03,France,WAM,Juventus,Napoli,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168644,0.0166148,0.0006845,0.0478854,0.0389429,0.0089425,0.0069883,0.020795,2.1618252
802,241519,2228929,128,459.0,a,3,Weston McKennie,1998-08-28,USA,CM,Juventus,Napoli,72,25.0,0.0234053,0.0234053,0.0234053,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0097909,0.0097909,0.0173347,0.0332303,-0.0050398,0.0382701,0.0607865,0.0,1.2382662
803,171387,2228929,128,459.0,a,3,Manuel Locatelli,1998-01-08,Italy,CM,Juventus,Napoli,90,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071265,0.0069967,0.0021454,0.0157715,0.0087992,0.0069723,0.0149273,0.1296412,2.1618252
804,445044,2228929,128,459.0,a,3,Dejan Kulusevski,2000-04-25,Sweden,WAM,Juventus,Napoli,90,43.0,1.0898117,1.0898117,1.0898117,0.0,0.0,0.0,4.0,4.0,4.0,0.6201294,0.0562425,0.0562425,1.0189084,0.0086427,0.0056489,0.0029938,0.2627766,0.0,2.1618252
805,88482,2228929,128,459.0,a,3,Álvaro Morata,1992-10-23,Spain,FW,Juventus,Napoli,82,35.0,0.1822402,0.1822402,0.1822402,1.0,0.0,1.0,2.0,2.0,2.0,0.2953213,0.0812996,0.0812996,0.1153766,0.1291582,0.1208701,0.0082881,0.0455425,0.0,1.2792108
806,147297,2228929,128,459.0,a,3,Federico Bernardeschi,1994-02-16,Italy,WAM,Juventus,Napoli,90,49.0,0.0552764,0.0552764,0.0552764,0.0,0.0,0.0,1.0,1.0,1.0,0.0507074,0.0055448,0.0055448,0.0547681,0.0881611,0.0263427,0.0618184,0.0123982,0.0430206,2.1618252
807,209365,2228929,128,459.0,a,3,Matthijs de Ligt,1999-08-12,Netherlands,CB,Juventus,Napoli,33,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014606,0.0009048,-0.0002351,-8.59e-05,0.0014398,-0.0015257,-0.0134772,0.0,1.1739236
808,41792,2228929,128,459.0,a,3,Aaron Ramsey,1990-12-26,Wales,CM,Juventus,Napoli,18,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009317,0.0009317,-0.0014351,-0.0056402,-0.0054103,-0.0002299,0.0071478,0.0,0.923559
809,242058,2228929,128,459.0,a,3,Moise Kean,2000-02-28,Italy,FW,Juventus,Napoli,8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002041,0.0002041,-0.0002358,-0.0068973,-0.0043541,-0.0025432,0.0121035,0.0,0.8826144
810,38533,2228930,121,2182.0,h,3,Rui Patrício,1988-02-15,Portugal,GK,Roma,Sassuolo,90,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020724,0.0017449,0.0009194,0.0206093,0.0206642,-5.49e-05,-0.0088579,1.1094866,2.2076417
811,186665,2228930,121,2182.0,h,3,Rick Karsdorp,1995-02-11,Netherlands,FB,Roma,Sassuolo,89,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061892,0.3053484,0.2936787,0.1738419,0.1634867,0.0103552,0.0358137,0.0,2.2076417
812,244704,2228930,121,2182.0,h,3,Matías Viña,1997-11-09,Uruguay,FB,Roma,Sassuolo,90,55.0,0.0209549,0.0209549,0.0209549,0.0,0.0,0.0,1.0,1.0,1.0,0.0110154,0.0039246,0.0034488,0.0084413,0.0562029,0.0334725,0.0227304,0.0080833,0.0266952,2.2076417
813,198374,2228930,121,2182.0,h,3,Gianluca Mancini,1996-04-17,Italy,CB,Roma,Sassuolo,90,91.0,0.178103,0.178103,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.035779,0.0060536,0.0060536,-0.0630737,0.0681058,0.0460322,0.0220736,-0.0313096,0.0,2.2076417
814,430788,2228930,121,2182.0,h,3,Ibañez,1998-11-23,Brazil,CB,Roma,Sassuolo,90,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038587,0.0384657,0.0243149,0.0633631,0.0622005,0.0011626,-0.0192014,0.0,2.2076417
815,109511,2228930,121,2182.0,h,3,Bryan Cristante,1995-03-03,Italy,CM,Roma,Sassuolo,90,65.0,0.3204711,0.3204711,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2783395,0.0223659,0.0222325,0.1373835,0.0593564,0.0490737,0.0102827,0.0261086,0.0,2.2076417
816,57249,2228930,121,2182.0,h,3,Henrikh Mkhitaryan,1989-01-21,Armenia,WAM,Roma,Sassuolo,70,29.0,0.0479384,0.0479384,0.0479384,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0212128,0.0212128,0.0604157,0.0547037,0.0346763,0.0200274,0.0138635,0.0,1.6077745
817,96740,2228930,121,2182.0,h,3,Jordan Veretout,1993-03-01,France,CM,Roma,Sassuolo,74,40.0,0.0376146,0.0376146,0.0376146,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0132181,0.0131391,0.0443182,-0.0009281,0.0001851,-0.0011132,0.0189108,0.0,1.6077745
818,184441,2228930,121,2182.0,h,3,Lorenzo Pellegrini,1996-06-19,Italy,CAM,Roma,Sassuolo,90,54.0,0.3303882,0.3303882,0.3303882,0.0,0.0,0.0,4.0,4.0,4.0,0.0522341,0.4615112,0.0177562,0.2523775,0.086011,0.0224505,0.0635605,0.146783,0.0,2.2076417
819,245414,2228930,121,2182.0,h,3,Nicolò Zaniolo,1999-07-02,Italy,WAM,Roma,Sassuolo,74,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053648,0.0053648,-0.0161644,0.0079745,0.0046018,0.0033727,0.0637674,0.0,1.6077745
820,173879,2228930,121,2182.0,h,3,Tammy Abraham,1997-10-02,England,FW,Roma,Sassuolo,90,30.0,0.8685414,0.8685414,0.8685414,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0318888,0.0318888,0.6389301,0.0848754,0.0503412,0.0345342,0.1564153,0.0,2.2076417
821,58928,2228930,121,2182.0,h,3,Stephan El Shaarawy,1992-10-27,Italy,WAM,Roma,Sassuolo,20,11.0,0.104847,0.104847,0.104847,1.0,0.0,1.0,2.0,2.0,2.0,0.0802286,0.0320198,0.0320198,0.1046192,0.0732409,0.0356198,0.0376211,0.0033187,0.0,0.5998672
822,205048,2228930,121,2182.0,h,3,Eldor Shomurodov,1995-06-29,Uzbekistan,FW,Roma,Sassuolo,16,8.0,0.0575909,0.0575909,0.0575909,0.0,0.0,0.0,1.0,1.0,1.0,0.0670007,0.0209847,0.0209847,0.0552821,0.0438648,0.0087986,0.0350662,0.0355859,0.0,0.5998672
823,223353,2228930,121,2182.0,h,3,Bryan Reynolds,2001-06-28,USA,FB,Roma,Sassuolo,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002109,0.0001579,-0.0008055,0.0016762,0.0016762,0.0,0.0136643,0.0,0.0
824,179369,2228930,121,2182.0,h,3,Carles Pérez,1998-02-16,Spain,WAM,Roma,Sassuolo,16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089753,0.0089753,0.0067646,-0.0190389,-0.0132104,-0.0058285,0.0129191,0.0,0.5998672
825,18500,2228930,2182,121.0,a,3,Andrea Consigli,1987-01-27,Italy,GK,Sassuolo,Roma,90,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026296,0.0026296,0.0016866,0.0139073,0.0121014,0.0018059,-0.0061138,0.1817402,1.9664495
826,62305,2228930,2182,121.0,a,3,Vlad Chiriches,1989-11-14,Romania,CB,Sassuolo,Roma,90,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128786,0.0128786,0.0087529,0.0612398,0.0505834,0.0106564,-0.0260641,0.0987939,1.9664495
827,160540,2228930,2182,121.0,a,3,Jeremy Toljan,1994-08-08,Germany,FB,Sassuolo,Roma,90,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468247,0.0462153,0.0335835,0.0394003,0.0326805,0.0067198,0.0215151,0.0,1.9664495
828,218441,2228930,2182,121.0,a,3,Rogerio,1998-01-13,Brazil,FB,Sassuolo,Roma,90,61.0,0.0140846,0.0140846,0.0140846,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0817265,0.0022182,0.0029978,0.0421617,0.0262485,0.0159132,0.0188239,0.0,1.9664495
829,155620,2228930,2182,121.0,a,3,Gian Marco Ferrari,1992-05-15,Italy,CB,Sassuolo,Roma,90,85.0,0.2524404,0.2524404,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2095457,0.209267,0.3798071,0.1401722,0.124785,0.0153872,-0.0205411,0.0,1.9664495
830,235453,2228930,2182,121.0,a,3,Davide Frattesi,1999-09-22,Italy,CM,Sassuolo,Roma,84,47.0,0.1006118,0.1006118,0.1006118,0.0,0.0,0.0,1.0,1.0,1.0,0.2048225,0.0184209,0.0184209,-0.0669935,0.0024318,0.0363536,-0.0339218,0.0981945,0.0,1.8208468
831,213965,2228930,2182,121.0,a,3,Maxime Lopez,1997-12-04,France,CM,Sassuolo,Roma,90,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333512,0.0333007,0.018726,0.0663702,0.0347714,0.0315988,0.0154068,0.0,1.9664495
832,135365,2228930,2182,121.0,a,3,Jérémie Boga,1997-01-03,Côte d'Ivoire,FW,Sassuolo,Roma,89,43.0,0.4946362,0.4946362,0.4946362,0.0,0.0,0.0,1.0,1.0,1.0,0.6906019,0.2293348,0.2292824,0.3062517,0.1981939,0.0845277,0.1136662,0.0702419,0.0,1.9173732
